昆虫ID,分類群,大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,主要食草1,主要食草科1,観察タイプ1,利用部位1,利用ステージ1,出典1,食草備考1,主要食草2,主要食草科2,観察タイプ2,利用部位2,利用ステージ2,出典2,食草備考2,主要食草3,主要食草科3,観察タイプ3,利用部位3,利用ステージ3,出典3,食草備考3,主要食草4,主要食草科4,観察タイプ4,利用部位4,利用ステージ4,出典4,食草備考4,主要食草5,主要食草科5,観察タイプ5,利用部位5,利用ステージ5,出典5,食草備考5,主要食草6,主要食草科6,観察タイプ6,利用部位6,利用ステージ6,出典6,食草備考6,主要食草7,主要食草科7,観察タイプ7,利用部位7,利用ステージ7,出典7,食草備考7,主要食草8,主要食草科8,観察タイプ8,利用部位8,利用ステージ8,出典8,食草備考8,主要食草9,主要食草科9,観察タイプ9,利用部位9,利用ステージ9,出典9,食草備考9,主要食草10,主要食草科10,観察タイプ10,利用部位10,利用ステージ10,出典10,食草備考10,発生時期1,発生時期出典1,発生地域1,発生時期備考1,発生時期2,発生時期出典2,発生地域2,発生時期備考2,幼虫期1,幼虫期出典1,幼虫期備考1,追加食草有無,データソース,総合備考,亜族和名
M0053,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,microtheriella,,(Stainton),1854,,イヌシデモグリチビガ,,アサダモグリチビガ,,,出版後の追加,名前変更,"Stigmella cathepostis Kemperman & Wilkinson, 1985",アカシデ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,イヌシデ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,ツノハシパミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0054,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,nivenburgensis,,(Preissecker),1942,,ポプラモグリチビガ,ポプラモグリチビガ（和名新称）,,,,出版後の追加,名前変更,"Stigmella populnea Kemperman & Wilkinson, 1985",セイヨウハコヤナギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0055,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,sakhalinella,,(Stainton),1854,,サハリンモグリチビガ,サハリンモグリチビガ（和名新称）,,,,,,"Stigmella sakhalinella Puplesis, 1984",シラカンパ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,国外では各種のカバノキ Betula 属の葉,
M0056,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,conchyliata,,Kemperman & Wilkinson,1985,,ハンノモグリチビガ,,,,,,,"Stigmella conchyliata Kemperman & Wilkinson, 1985",ハンノキの一種,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0057,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,kumashidei,,Hirano,2014,,クマシデモグリチビガ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0058,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,oplismeniella,,Kemperman & Wilkinson,1985,,チヂミザサモグリチビガ,,,,,,,"Stigmella oplismeniella Kemperman & Wilkinson, 1985",チヂミザサ,イネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0059,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,titivillitia,,Kemperman & Wilkinson,1985,,ハンノクロエリモグリチビガ,ハンノクロエリモグリチビガ（和名新称）,,,,,,"Stigmella titivillitia Kemperman & Wilkinson, 1985",ケヤマハンノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,ヤマハンノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0060,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,kurotsubarai,,Kemperman & Wilkinson,1985,,クロツバラモグリチビガ,,,,,,,"Stigmella kurotsubarai Kemperman & Wilkinson, 1985",クロウメモドキ,クロウメモドキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,クロツバラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0061,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,boehmeriae,,Kemperman & Wilkinson,1985,,コアカソモグリチビガ,,,,,,,"Stigmella boehmeriae Kemperman & Wilkinson, 1985",カラムシ,イラクサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,コアカソ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0062,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,azusa,,Hirano,2010,,アズサモグリチビガ,,,,,,,"Stigmella azusa Hirano, 2010",コゴメヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0063,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,tenryuensis,,Hirano,2014,,テンリュウモグリチビガ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0064,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,tranocrossa,,Kemperman & Wilkinson,1985,,キモンオビモグリチビガ,キモンオビモグリチビガ（和名新称）,,,,,,"Stigmella tranocrossa Kemperman & Wilkinson, 1985",セイヨウハコヤナギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0065,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,vittata,,Kemperman & Wilkinson,1985,,ヤナギモグリチビガ,,,,,,,"Stigmella vittata Kemperman & Wilkinson, 1985",ネコヤナギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,バッコヤナギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,シバヤナギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0066,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,alaurulenta,,Kemperman & Wilkinson,1985,,ズミクロエリモグリチビガ,ズミクロエリモグリチビガ（和名新称）,,,,,,"Stigmella alaurulenta Kemperman & Wilkinson, 1985",ズミ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0067,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,chaenomelae,,Kemperman & Wilkinson,1985,,クサボケモグリチビガ,,,,,,,"Stigmella chaenomelae Kemperman & Wilkinson, 1985",クサボケ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0068,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,honshui,,Kemperman & Wilkinson,1985,,リンゴクロモグリチビガ,,,,,,,"Stigmella honshui Kemperman & Wilkinson, 1985",リンゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0069,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,sorbivora,,Kemperman & Wilkinson,1985,,ウラジロノキモグリチビガ,,,,,,,"Stigmella sorbivora Kemperman & Wilkinson, 1985",ウラジロノキ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0070,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,zumii,,Kemperman & Wilkinson,1985,,ズミモグリチビガ,,,,,,,"Stigmella zmnii Kemperman & Wilkinson, 1985",ズミ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0071,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,egonokii,,Kemperman & Wilkinson,1985,,エゴノモグリチビガ,,,,,,,"Stigmella egonokii Kemperman & Wilkinson, 1985",エゴノキ,エゴノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0072,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,monticulella,,Puplesis,1984,,スイカズラモグリチビガ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0073,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,lediella,,(Schleich),1867,,ツツジモグリチビガ,ツツジモグリチビガ（和名新称）,,,,出版後の追加,名前変更,"Stigmella sesplicata Kemperman & Wilkinson, 1985",ヤマツツジ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,ツツジ属の一種,ツツジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0074,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,acrochaetia,,Kemperman & Wilkinson,1985,,アトヒロオビモグリチビガ,アトヒロオビモグリチビガ（和名新称）,,,,,,"Stigmella acrochaetia Kemperman & Wilkinson, 1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0075,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,alikurokoi,,Kemperman & Wilkinson,1985,,イチゴモグリチビガ,,キンミズヒキホソモグリチビガ,,,出版後の追加,名前変更,"Stigmella alikurokoi Kemperman & Wilkinson, 1985",エビガライチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,モミジイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,フユイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0076,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,ichigoiella,,Kemperman & Wilkinson,1985,,イチゴアカガネモグリチビガ,,,,,,,"Stigmella ichigoiella Kemperman & Wilkinson, 1985",フユイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0077,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,spiculifera,,Kemperman & Wilkinson,1985,,イチゴギンモグリチビガ,,ギンスジモグリチビガ,,,出版後の追加,名前変更,"Stigmella spiculifera Kemperman & Wilkinson, 1985",クサイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,モミジイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0078,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,azukinashii,,Hirano,2014,,アズキナシモグリチビガ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0079,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,hamamelella,,Hirano,2014,,マンサクモグリチビガ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0080,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,pourthiaeella,,Hirano,2014,,カマツカモグリチビガ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0081,蛾類,25,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,gimmonella,,(Matsumura),1931,,ギンモンモグリチビガ,,,,,,,"Stigmella gimmonella (Matsumura, 1931)",ハルニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,オヒョウ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0082,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,zelkoviella,,Kemperman & Wilkinson,1985,,ケヤキモグリチビガ,,,,,,,"Stigmella zelkoviella Kemperman & Wilkinson, 1985",ケヤキ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0083,蛾類,24,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,castanopsiella,,(Kuroko),1978,,シイモグリチビガ,,,,,,,"Stigmella castanopsiella (Kuroko, 1978)",スダジイ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0084,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,kurokoi,,Puplesis,1984,,クヌギモグリチビガ,,,,,,,"Stigmella kurokoi Puplesis, 1984",ナラガシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,カシワ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0085,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,aladina,,Puplesis,1984,,クヌギクロモグリチビガ,,,,,,,"Stigmella aladina Puplesis, 1984",カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0086,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,azuminoensis,,Hirano,2010,,アズミノモグリチビガ,,,,,,,"Stigmella azuminoensis Hirano, 2010",カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0087,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,caesurifasciella,,Kemperman & Wilkinson,1985,,アカガシモグリチビガ,,アラカシモグリチビガ,,,,,"Stigmella caesurifasciella Kemperman & Wilkinson, 1985",アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,アカガシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0088,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,clisiotophora,,Kemperman & Wilkinson,1985,,アベマキモグリチビガ,アベマキモグリチビガ（和名新称）,,,,,,"Stigmella clisiotophora Kemperman & Wilkinson, 1985",アベマキ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0089,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,crenatiella,,Hirano,2010,,クリクロモグリチビガ,,,,,,,"Stigmella crenatiella Hirano, 2010",クリ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0090,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,dentatae,,Puplesis,1984,,カシワモグリチビガ,,,,,,,"Stigmella dentatae Puplesis, 1984",ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,カシワ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0091,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,fumida,,Kemperman & Wilkinson,1985,,ズグロモグリチビガ,,クヌギギンモグリチビガ，クリモグリチビガ,,,,,"Stigmella fumida Kemperman & Wilkinson, 1985",クリ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,カシワ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0092,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,hisaii,,Kuroko,2004,,キオビシイモグリチビガ,,キオビモグリチビガ,,,,,"Stigmella hisaii Kuroko, 2004",スダジイ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0093,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,hisakoae,,Hirano,2010,,ヒサコナラモグリチビガ,,,,,,,"Stigmella hisakoae Hirano, 2010",コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0094,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,omelkoi,,Puplesis,1984,,オスアトフサモグリチビガ,オスアトフサモグリチビガ（和名新称）,,,,,,"Stigmella omeikoi Puplesis, 1984",ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,カシワ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0095,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Bohemannia,,ussuriella,,Puplesis,1984,,ヒメキンツヤモグリチビガ,,,,,,,"Bohemannia ussuriella Puplesis, 1984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0096,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Bohemannia,,manschurella,,Puplesis,1984,,キンツヤモグリチビガ,,ホソバツヤモグリチビガ,,,,,"Bohemannia nipponicella Hirano, 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0097,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Bohemannia,,nubila,,Puplesis,1985,,ムモンツヤモグリチビガ,ムモンツヤモグリチビガ（和名新称）,,,,南千島,本土から発見,"Bohemannia nubila Puplesis, 1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0098,蛾類,23,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Glaucolepis,,oishiella,,(Matsumura),1931,,オオイシモグリチビガ,オオイシモグリチビガ（和名改称）,オオイシチビガ,,,出版後の追加,名前変更,"Trifurcula oishiella Matsumura, 1931",の枝,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0099,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Fomoria,,weaveri,,(Stainton),1855,,コケモモモグリチビガ,コケモモモグリチビガ（和名改称）,コケモモチビモグリガ,,,,,"Ectoedemia weaveri (Stainton, 1855)",コケモモ,ツツジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M0100,蛾類,22,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Fomoria,,hypericifolia,,Kuroko,1982,,オトギリモグリチビガ,,,,,出版後の追加,名前変更,"Ectoedemia hypericifolia (Kuroko, 1982)",オトギリソウ,オトギリソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
